ID #,Subj,#,Sec,Title,Dates,Days,Time,Size:,Enrolled,Crds,Status,Instructor,Delivery Method,Book Cost,Loc,LASC/WI,18online,Tuition -resident,Tuition unit,Tuition -nonresident,Course level,Approximate Course Fees,timestamp,year_term
1351,GEOS,207,1,GPS Field Techniques,08/24-12/16,Th,4:30pm-7:00pm,25,27,3.0,Full,"Stueve,Kirk",Blended/Hybrid,$0.00,King Hall 0216,,false,$690.75,course,"$1,381.50",Undergraduate,$171.27,1512681671.444298,20163
199,GEOS,310,1,United States and Canada,08/24-12/16,M W F,9:00am-9:50am,35,14,3.0,Open,"Sando,Paul",,$0.00,King Hall 0216,"11,5",false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681671.693693,20163
1529,GEOS,315,1,Sedimentology and Stratigraphy,08/24-12/16,T Th,12:00pm-1:15pm,25,16,3.0,Open,"Leonard,Karl",,$0.00,King Hall 0118,WI,false,$690.75,course,"$1,381.50",Undergraduate,$129.73,1512681671.934759,20163
448,GEOS,335,1,Environmental Geography and Conservation,08/24-12/16,T Th,1:30pm-2:45pm,35,35,3.0,Full,"Sando,Paul",,$0.00,King Hall 0216,10,false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681672.174426,20163
1530,GEOS,350,1,Geoarchaeology,08/24-12/1608/24-12/16,M W M W,1:30pm-2:45pm 1:30pm-2:45pm,10,4,3.0,Open,"Dalan,Rinita Dalan,Rinita",,$0.00,King Hall 0216King Hall 0215,,false,$690.75,course,"$1,381.50",Undergraduate,$129.73,1512681672.4199,20163
371,GEOS,397,1,Research in Geosciences,08/24-12/16,n/a,Arranged,5,1,Vari.,Open,"Leonard,Karl",,$0.00,Arranged ARR,,false,$230.25,credit,$460.50,Undergraduate,$46.25,1512681672.736375,20163
1531,GEOS,397,2,Research in Geosciences,08/24-12/16,n/a,Arranged,5,0,Vari.,Cancelled,"Sando,Paul",,$0.00,Arranged ARR,,false,$230.25,credit,$460.50,Undergraduate,$46.25,1512681673.007515,20163
1532,GEOS,397,3,Research in Geosciences,08/24-12/16,n/a,Arranged,5,0,Vari.,Cancelled,"Stueve,Kirk",,$0.00,Arranged ARR,,false,$230.25,credit,$460.50,Undergraduate,$46.25,1512681673.301578,20163
1533,GEOS,469,1,Internship,08/24-12/16,n/a,Arranged,5,1,Vari.,Open,"Stueve,Kirk",,$0.00,Arranged ARR,,false,$230.25,credit,$460.50,Undergraduate,$46.25,1512681673.588703,20163
1116,GEOS,480,1,Senior Seminar,08/24-12/16,W,3:00pm-3:50pm,15,6,1.0,Open,"Sando,Paul",,$0.00,King Hall 0101,,false,$230.25,course,$460.50,Undergraduate,$46.25,1512681673.952195,20163
960,HIST,104,1,World History I,08/24-12/16,T Th,10:30am-11:45am,85,70,3.0,Open,"Morrow,Annette",,$0.00,Center for Business 0111,5,false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681686.981667,20163
1157,HIST,104,2,World History I,08/24-12/16,T Th,1:30pm-2:45pm,85,66,3.0,Open,"Morrow,Annette",,$0.00,King Hall 0110,5,false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681687.236995,20163
852,HIST,121,1,History of the United States to 1877,08/24-12/16,M W F,10:00am-10:50am,35,21,3.0,Open,"Taylor,Sean",,$0.00,MacLean Hall 0173,5,false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681687.599948,20163
961,HIST,121,2,History of the United States to 1877,08/24-12/16,M W F,9:00am-9:50am,35,20,3.0,Open,"Taylor,Sean",,$0.00,MacLean Hall 0173,5,false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681687.857229,20163
1162,HIST,122,1,History of the United States Since 1877,08/24-12/16,M W F,12:00pm-12:50pm,35,29,3.0,Open,"Hoffbeck,Steven",,$0.00,MacLean Hall 0166,5,false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681688.192718,20163
856,HIST,205,1,Introduction to Historical Methods,08/24-12/16,M W F,11:00am-11:50am,17,20,3.0,Full,"Arauza,Yolanda",,$0.00,MacLean Hall 0272,WI,false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681688.460215,20163
1801,HIST,302,1,East Asian History II,08/24-12/16,n/a,Arranged,25,27,3.0,Full,"Tintle,Rhonda",Completely Online-Asynchronous,$0.00,ON LINE,,false,$690.75,course,"$1,381.50",Undergraduate,$166.29,1512681688.819704,20163
1580,HIST,334,1,History of Latin America II,08/24-12/16,T Th,3:00pm-4:15pm,25,14,3.0,Open,"Clarke,Nathan",,$0.00,MacLean Hall 0373,,false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681689.071338,20163
1500,HIST,359,1,Colonial America,08/24-12/16,M W,12:00pm-1:15pm,20,18,3.0,Open,"Taylor,Sean",,$0.00,Bridges Hall 0268,,false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681689.350656,20163
1898,HIST,366,1,Constitutional History of the United States to 1865,08/24-12/16,M W,1:30pm-2:45pm,25,10,3.0,Open,"Taylor,Sean",,$0.00,Bridges Hall 0361,,false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681689.629499,20163
1581,HIST,379,1,Environmental History,08/24-12/16,n/a,Arranged,20,23,3.0,Full,"Clarke,Nathan",Completely Online-Asynchronous,$0.00,ON LINE,"10,5,WI",false,$690.75,course,"$1,381.50",Undergraduate,$166.29,1512681689.920272,20163
1582,HIST,379,2,Environmental History,08/24-12/16,n/a,Arranged,20,22,3.0,Full,"Clarke,Nathan",Completely Online-Asynchronous,$0.00,ON LINE,"10,5,WI",false,$690.75,course,"$1,381.50",Undergraduate,$166.29,1512681690.177249,20163
1501,HIST,384,1,Ancient Near East II (Rome),08/24-12/16,M W,11:00am-12:40pm,20,19,4.0,Open,"Morrow,Annette",,$0.00,MacLean Hall 0373,,false,$921.00,course,"$1,842.00",Undergraduate,$164.00,1512681690.430304,20163
1479,HIST,390,1,Radical Women in History,08/24-12/16,M W,1:30pm-2:45pm,6,5,3.0,Open,"Morrow,Annette",,$0.00,MacLean Hall 0273,,false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681690.680437,20163
1812,HIST,390,2,History Topics:Constitutional History of the United States I,08/24-12/16,M W,1:30pm-2:45pm,25,0,3.0,Cancelled,n/a,,$0.00,,,false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681690.955566,20163
1947,HIST,390,3,History Topics: Ancient Cities,08/24-12/16,n/a,Arranged,1,1,3.0,Full,"Morrow,Annette",,$0.00,Arranged ARR,,false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681691.288121,20163
355,HIST,440,1,Secondary Social Studies Instruction,08/24-12/16,M W F,11:00am-11:50am,18,0,3.0,Cancelled,n/a,,$0.00,,WI,false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681691.547151,20163
356,HIST,440,2,Secondary Social Studies Instruction,08/24-12/16,M W F,2:00pm-2:50pm,18,14,3.0,Open,"Hoffbeck,Steven",,$0.00,MacLean Hall 0164,WI,false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681691.800721,20163
791,HIST,469,1,Internship,08/24-12/16,n/a,Arranged,1,1,Vari.,Full,"Morrow,Annette",,$0.00,Arranged ARR,,false,$230.25,credit,$460.50,Undergraduate,$46.25,1512681692.067824,20163
777,HLTH,110,1,Personal Health and Wellness,08/24-12/16,M W,12:00pm-1:15pm,60,62,3.0,Full,"Frappier,Wendy",,$0.00,Alex Nemzek Hall 0204,,false,$690.75,course,"$1,381.50",Undergraduate,$139.75,1512681683.31233,20163
216,HLTH,125,1,First Aid and CPR,08/24-12/16,W,7:15pm-8:55pm,30,21,2.0,Open,"Hunt,Nathan",,$0.00,Alex Nemzek Hall 0104,,false,$460.50,course,$921.00,Undergraduate,$115.50,1512681683.586678,20163
307,HLTH,125,2,First Aid and CPR,08/24-12/16,M,6:30pm-8:10pm,30,30,2.0,Full,"Murphy,Kevin",,$0.00,Alex Nemzek Hall 0104,,false,$460.50,course,$921.00,Undergraduate,$115.50,1512681683.857938,20163
353,HLTH,125,3,First Aid and CPR,08/24-12/16,M W,9:00am-9:50am,30,28,2.0,Open,"Murphy,Kevin",,$0.00,Alex Nemzek Hall 0104,,false,$460.50,course,$921.00,Undergraduate,$115.50,1512681684.136959,20163
1841,HLTH,190,1,Topics in Health,08/24-12/16,F,2:00pm-3:50pm,30,0,Vari.,Cancelled,n/a,,$0.00,,,false,$230.25,credit,$460.50,Undergraduate,$46.25,1512681684.416378,20163
217,HLTH,305,1,Introduction to Nutrition,08/24-12/16,M W,1:30pm-2:45pm,60,59,3.0,Open,"Hammerschmidt,Dawn",,$0.00,Alex Nemzek Hall 0204,,false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681684.671594,20163
576,HLTH,311,1,Health in the Elementary Schools,08/24-12/1608/24-12/16,M M,4:30pm-6:10pm 4:30pm-6:10pm,30,29,2.0,Open,"Adair,Janice Adair,Janice",,$0.00,Alex Nemzek Hall 0104Alex Nemzek Hall 0113,,false,$460.50,course,$921.00,Undergraduate,$105.50,1512681684.946999,20163
740,HLTH,311,2,Health in the Elementary Schools,08/24-12/1608/24-12/16,M M,7:00am-8:40am 7:00am-8:40am,30,31,2.0,Full,"Adair,Janice Adair,Janice",,$0.00,Alex Nemzek Hall 0113Alex Nemzek Hall 0104,,false,$460.50,course,$921.00,Undergraduate,$105.50,1512681685.221079,20163
365,HLTH,330,1,Disease Prevention,08/24-12/16,T,12:00pm-1:40pm,60,55,2.0,Open,"Frappier,Wendy",,$0.00,Alex Nemzek Hall 0204,,false,$460.50,course,$921.00,Undergraduate,$85.50,1512681685.469204,20163
218,HLTH,340,1,Health Methods and Materials,08/24-12/16,T Th,1:30pm-2:45pm,20,4,3.0,Open,"Knutson,Julie",,$0.00,Alex Nemzek Hall 0104,WI,false,$690.75,course,"$1,381.50",Undergraduate,$154.75,1512681685.724196,20163
864,HON,102,1,Honors Encounters,08/24-12/16,n/a,Arranged,25,25,1.0,Full,"Fasick,Laura",,$0.00,Arranged ARR,,false,$230.25,course,$460.50,Undergraduate,$46.25,1512681692.311921,20163
865,HON,102,2,Honors Encounters,08/24-12/16,n/a,Arranged,25,25,1.0,Full,"Nawrot,Elizabeth",,$0.00,Arranged ARR,,false,$230.25,course,$460.50,Undergraduate,$46.25,1512681692.583266,20163
871,HON,102,3,Honors Encounters,08/24-12/16,n/a,Arranged,28,0,1.0,Cancelled,n/a,,$0.00,Arranged ARR,,false,$230.25,course,$460.50,Undergraduate,$46.25,1512681692.861934,20163
1107,HON,102,4,Honors Encounters,08/24-12/16,n/a,Arranged,25,18,1.0,Open,"Voeller,Stacy",,$0.00,Arranged ARR,,false,$230.25,course,$460.50,Undergraduate,$46.25,1512681693.112655,20163
1427,HON,102,5,Honors Encounters,08/24-12/16,n/a,Arranged,25,0,1.0,Cancelled,"Staff,Staff",,$0.00,Arranged ARR,,false,$230.25,course,$460.50,Undergraduate,$46.25,1512681693.363588,20163
977,HON,200,1,Honors Colloquium in the Humanities,08/24-12/16,M W,3:00pm-4:15pm,30,28,3.0,Open,"Nawrot,Elizabeth",,$0.00,MacLean Hall 0274,"6,WI",false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681693.632848,20163
978,HON,200,2,Honors Colloquium in the Humanities,08/24-12/16,T Th,3:00pm-4:15pm,30,21,3.0,Open,"Bramer,Marilea",,$0.00,MacLean Hall 0164,"6,WI",false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681693.947837,20163
1428,HON,301,1,Masterpieces of Literature,08/24-12/16,M W,3:00pm-4:15pm,25,9,3.0,Open,"Scapple,Sharon",,$0.00,Weld Hall 0016,6,false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681694.322911,20163
1429,HON,318,1,Issues of the Nuclear Age,08/24-12/1608/24-12/16,Th M W,6:00pm-7:50pm 6:00pm-6:50pm,25,13,3.0,Open,"Shastri,Ananda Shastri,Ananda",,$0.00,Hagen Hall 0317Hagen Hall 0317,"3,3L",false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681694.752,20163
500,HSAD,416,1,Health Services Management,08/24-12/16,T,5:30pm-8:00pm,30,26,3.0,Open,"Singh,Jitendra",Blended/Hybrid,$0.00,Lommen Hall 0108,,false,$690.75,course,"$1,381.50",Undergraduate,$166.29,1512681685.970974,20163
703,HSAD,420,1,Healthcare Policy and Payment,08/24-12/16,T Th,12:00pm-1:15pm,30,26,3.0,Open,"Singh,Jitendra",Blended/Hybrid,$0.00,Lommen Hall 0204,WI,false,$690.75,course,"$1,381.50",Undergraduate,$166.29,1512681686.218995,20163
1311,HSAD,468,1,Internship Seminar,08/24-12/16,n/a,Arranged,15,11,1.0,Open,"Singh,Jitendra",Blended/Hybrid,$0.00,Arranged ARR,,false,$230.25,course,$460.50,Undergraduate,$105.43,1512681686.48417,20163
706,HSAD,469,1,Internship,08/24-12/16,n/a,Arranged,15,1,Vari.,Open,"Singh,Jitendra",Completely Online-Asynchronous,$0.00,Arranged ARR,,false,$230.25,credit,$460.50,Undergraduate,$55.43,1512681686.724616,20163
841,HUM,101,1,Humanities Through the Arts,08/24-12/16,M W F,11:00am-11:50am,48,51,3.0,Full,"Czynski,Konrad",,$0.00,Center for Business 0109,6,false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681695.125595,20163
1908,HUM,101,2,Humanities Through the Arts,08/24-12/16,M W F,11:00am-11:50am,12,10,3.0,Open,"Czynski,Konrad",,$0.00,Center for Business 0109,6,false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681695.499143,20163
1544,HUM,211,1,Perspectives on Society,08/24-12/16,M W,3:00pm-4:15pm,25,22,3.0,Open,"Czynski,Konrad",,$0.00,Bridges Hall 0357,"6,WI",false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681695.780145,20163
1725,HUM,302,1,Liberty and Civic Responsibility in America,08/24-12/16,M W F,1:00pm-1:50pm,25,25,3.0,Full,"Odom,Laura",,$0.00,MacLean Hall 0165,"9,WI",false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681696.04994,20163
1241,HUM,320,1,Humanities East and West,08/24-12/16,M W,3:00pm-4:15pm,25,21,3.0,Open,"Hamrick,Stephen",,$0.00,Weld Hall 0109,"6,8,WI",false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681696.37224,20163
1050,INTL,101,1,Introduction to Global Issues,08/24-12/16,M W F,2:00pm-2:50pm,60,25,3.0,Open,"Conteh,Andrew",,$0.00,Bridges Hall 0263,5,false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681696.634562,20163
756,INTL,450,1,Senior Project,08/24-12/16,n/a,Arranged,10,3,Vari.,Open,"Kramer,Paul",,$0.00,Arranged ARR,,false,$230.25,credit,$460.50,Undergraduate,$46.25,1512681696.884927,20163
219,JAPN,101,1,Beginning Japanese I,08/24-12/16,M T W Th,9:00am-9:50am,25,17,4.0,Open,"Mita,Takanori",,$0.00,MacLean Hall 0274,8,false,$921.00,course,"$1,842.00",Undergraduate,$164.00,1512681697.172722,20163
411,JAPN,101,2,Beginning Japanese I,08/24-12/16,M T W Th,11:00am-11:50am,25,20,4.0,Open,"Mita,Takanori",,$0.00,MacLean Hall 0274,8,false,$921.00,course,"$1,842.00",Undergraduate,$164.00,1512681697.447303,20163
220,JAPN,201,1,Intermediate Japanese I,08/24-12/16,M T W Th,12:00pm-12:50pm,25,13,4.0,Open,"Mita,Takanori",,$0.00,MacLean Hall 0274,,false,$921.00,course,"$1,842.00",Undergraduate,$164.00,1512681697.740118,20163
843,LANG,457,1,Second Language Acquisition & Language Teaching,08/24-12/16,Th,4:30pm-7:00pm,20,9,3.0,Open,"Houts-Smith,Linda",,$0.00,MacLean Hall 0272,,false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681697.998999,20163
1335,LANG,472,1,Methods and Materials in Teaching Languages II,08/24-12/16,T Th,10:30am-11:45am,25,4,3.0,Open,"Hall,John",,$0.00,MacLean Hall 0272,,false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681698.25278,20163
762,LANG,475,1,Second Language Assessment,08/24-12/16,M W,1:30pm-2:45pm,20,3,3.0,Open,"Houts-Smith,Linda",,$0.00,MacLean Hall 0274,,false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681698.519899,20163
844,LANG,557,1,Second Language Acquisition & Language Teaching,08/24-12/16,Th,4:30pm-7:00pm,15,3,3.0,Open,"Houts-Smith,Linda",,$0.00,MacLean Hall 0272,,false,"$1,080.00",course,"$2,160.00",Graduate,$124.75,1512681698.836054,20163
763,LANG,575,1,Second Language Assessment,08/24-12/16,M W,1:30pm-2:45pm,10,0,3.0,Cancelled,"Houts-Smith,Linda",,$0.00,MacLean Hall 0274,,false,"$1,080.00",course,"$2,160.00",Graduate,$124.75,1512681699.157311,20163
1647,LEAD,301,1,Introduction to Leadership,08/24-12/16,T Th,3:00pm-4:15pm,25,25,3.0,Full,"Ocana,Anthony",,$0.00,MacLean Hall 0171,,false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681699.435554,20163
983,MART,100,1,Foundations in Media Arts,08/24-12/16,T,1:30pm-2:20pm,18,9,1.0,Open,"Jackson,Ryan Kristjansson-Nelson,Kyja",,$0.00,Center for the Arts 0151,,false,$230.25,course,$460.50,Undergraduate,$46.25,1512681730.822415,20163
1787,MART,290,1,Topics:Introduction to Film-based Photography,08/24-12/16,T Th,1:00pm-3:50pm,16,1,4.0,Open,"Clark,Donald",,$0.00,King Hall 0306,,false,$921.00,course,"$1,842.00",Undergraduate,$164.00,1512681731.112309,20163
1788,MART,390,1,Topics: Digital Imaging,08/24-12/16,T Th,9:00am-11:50am,16,12,4.0,Open,"Clark,Donald",,$0.00,King Hall 0306,,false,$921.00,course,"$1,842.00",Undergraduate,$164.00,1512681731.367144,20163
1813,MART,390,2,Topics: Architectural Photography,08/24-12/16,M W,1:00pm-3:50pm,15,7,4.0,Open,"Duda,Meghan",,$0.00,King Hall 0306,,false,$921.00,course,"$1,842.00",Undergraduate,$164.00,1512681731.625268,20163
1927,MART,400,1,Capstone Project in Media Arts,08/24-12/16,n/a,Arranged,1,1,1.0,Full,"Kristjansson-Nelson,Kyja",,$0.00,Arranged ARR,,false,$230.25,course,$460.50,Undergraduate,$46.25,1512681731.899046,20163
1059,MATH,105,1,Contemporary Mathematics,08/24-12/16,n/a,Arranged,40,40,3.0,Full,"Montis,Kristine",Mostly Online,$0.00,ON LINE,4,false,$690.75,course,"$1,381.50",Undergraduate,$175.29,1512681713.743968,20163
1057,MATH,105,2,Contemporary Mathematics,08/24-12/16,T Th,12:00pm-1:15pm,40,39,3.0,Open,"Ng,Geok",,$0.00,Bridges Hall 0261,4,false,$690.75,course,"$1,381.50",Undergraduate,$133.75,1512681714.013954,20163
1061,MATH,110,1,Introduction to Mathematics,08/24-12/16,M W F,12:00pm-12:50pm,30,28,3.0,Open,"Montis,Kristine",,$0.00,Bridges Hall 0261,4,false,$690.75,course,"$1,381.50",Undergraduate,$133.75,1512681714.274452,20163
1062,MATH,110,2,Introduction to Mathematics,08/24-12/16,M W F,11:00am-11:50am,30,30,3.0,Full,"Schmiess,Tamara",,$0.00,Bridges Hall 0261,4,false,$690.75,course,"$1,381.50",Undergraduate,$133.75,1512681714.543407,20163
1086,MATH,110,3,Introduction to Mathematics,08/24-12/16,M W F,1:00pm-1:50pm,30,31,3.0,Full,"Okigbo,Carol",,$0.00,Bridges Hall 0261,4,false,$690.75,course,"$1,381.50",Undergraduate,$133.75,1512681714.791753,20163
1060,MATH,110,4,Introduction to Mathematics,08/24-12/16,M W F,2:00pm-2:50pm,30,30,3.0,Full,"Okigbo,Carol",,$0.00,Bridges Hall 0261,4,false,$690.75,course,"$1,381.50",Undergraduate,$133.75,1512681716.079069,20163
1907,MATH,110,6,Introduction to Mathematics,08/24-12/16,M W F,9:00am-9:50am,30,30,3.0,Full,"Okigbo,Carol",,$0.00,MacLean Hall 0272,4,false,$690.75,course,"$1,381.50",Undergraduate,$133.75,1512681716.355244,20163
1063,MATH,127,1,College Algebra,08/24-12/16,T Th,1:30pm-2:45pm,37,35,3.0,Open,"Ali,Sayel",,$0.00,Bridges Hall 0262,4,false,$690.75,course,"$1,381.50",Undergraduate,$133.75,1512681716.634103,20163
1064,MATH,127,2,College Algebra,08/24-12/16,M W F,10:00am-10:50am,37,41,3.0,Full,"Wijetunga,Ariyaratna",,$0.00,Bridges Hall 0261,4,false,$690.75,course,"$1,381.50",Undergraduate,$133.75,1512681716.937896,20163
1065,MATH,127,3,College Algebra,08/24-12/16,T Th,9:00am-10:15am,37,36,3.0,Open,"Okigbo,Carol",,$0.00,MacLean Hall 0269,4,false,$690.75,course,"$1,381.50",Undergraduate,$133.75,1512681717.205149,20163
1066,MATH,127,4,College Algebra,08/24-12/16,M W F,1:00pm-1:50pm,37,37,3.0,Full,"Wijetunga,Ariyaratna",,$0.00,Bridges Hall 0262,4,false,$690.75,course,"$1,381.50",Undergraduate,$133.75,1512681717.471751,20163
1067,MATH,142,1,Pre-Calculus,08/24-12/16,M T W Th F,3:00pm-3:50pm,30,22,5.0,Open,"Fulghesu,Damiano",,$0.00,Bridges Hall 0268,4,false,"$1,151.25",course,"$2,302.50",Undergraduate,$218.25,1512681717.733137,20163
1068,MATH,143,1,Trigonometry,08/24-12/16,M W F,10:00am-10:50am,35,35,3.0,Full,"Schmiess,Tamara",,$0.00,Bridges Hall 0268,4,false,$690.75,course,"$1,381.50",Undergraduate,$133.75,1512681718.015467,20163
1766,MATH,210,1,Concepts from Discrete Mathematics,08/24-10/23,M T W Th F,1:30pm-2:20pm,44,43,3.0,Open,"Fulghesu,Damiano",,$0.00,Bridges Hall 0268,4,false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681718.287984,20163
1767,MATH,210,2,Concepts from Discrete Mathematics,08/24-10/23,M T W Th F,9:00am-9:50am,44,44,3.0,Full,"James,Justin",,$0.00,Bridges Hall 0261,4,false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681718.575571,20163
1069,MATH,227,1,Survey of Differential Calculus with Algebra,08/24-12/16,M T Th F,10:00am-10:50am,35,35,4.0,Full,"Midgarden,Bette",,$0.00,Bridges Hall 0264,4,false,$921.00,course,"$1,842.00",Undergraduate,$164.00,1512681718.840914,20163
1071,MATH,229,1,Topics in Calculus,08/24-12/16,M W F,9:00am-9:50am,37,33,3.0,Open,"Ali,Sayel",,$0.00,Bridges Hall 0262,4,false,$690.75,course,"$1,381.50",Undergraduate,$133.75,1512681720.223728,20163
1070,MATH,229,2,Topics in Calculus,08/24-12/16,M W F,12:00pm-12:50pm,37,37,3.0,Full,"Ali,Sayel",,$0.00,Bridges Hall 0262,4,false,$690.75,course,"$1,381.50",Undergraduate,$133.75,1512681720.50956,20163
1072,MATH,232,1,Applied Statistics,08/24-12/16,M W F,9:00am-9:50am,38,38,3.0,Full,"Chadraa,Erdenebaatar",,$0.00,MacLean Hall 0169,4,false,$690.75,course,"$1,381.50",Undergraduate,$133.75,1512681720.832469,20163
1073,MATH,234,1,Introduction to Probability and Statistics,08/24-12/16,T Th,9:00am-10:15am,38,40,3.0,Full,"Wijetunga,Ariyaratna",,$0.00,MacLean Hall 0169,4,false,$690.75,course,"$1,381.50",Undergraduate,$139.75,1512681721.083291,20163
1074,MATH,234,2,Introduction to Probability and Statistics,08/24-12/16,T Th,1:30pm-2:45pm,38,38,3.0,Full,"Wijetunga,Ariyaratna",,$0.00,MacLean Hall 0169,4,false,$690.75,course,"$1,381.50",Undergraduate,$139.75,1512681721.349168,20163
1075,MATH,234,3,Introduction to Probability and Statistics,08/24-12/16,M W F,10:00am-10:50am,38,38,3.0,Full,"Okigbo,Carol",,$0.00,MacLean Hall 0169,4,false,$690.75,course,"$1,381.50",Undergraduate,$139.75,1512681721.597043,20163
1077,MATH,260,1,Computer Calculus,08/24-12/16,Th,12:00pm-12:50pm,20,16,1.0,Open,"James,Justin",,$0.00,MacLean Hall 0169,,false,$230.25,course,$460.50,Undergraduate,$51.25,1512681721.867344,20163
1078,MATH,260,2,Computer Calculus,08/24-12/16,Th,3:00pm-3:50pm,20,14,1.0,Open,"James,Justin",,$0.00,MacLean Hall 0169,,false,$230.25,course,$460.50,Undergraduate,$51.25,1512681722.134151,20163
1079,MATH,261,1,Calculus I,08/24-12/16,M T W Th F,8:00am-8:50am,30,32,4.0,Full,"Goyt,Adam",,$0.00,Bridges Hall 0268,4,false,$921.00,course,"$1,842.00",Undergraduate,$176.00,1512681722.405777,20163
1080,MATH,261,2,Calculus I,08/24-12/16,M T W Th F,11:00am-11:50am,30,31,4.0,Full,"Midgarden,Bette",,$0.00,Bridges Hall 0268,4,false,$921.00,course,"$1,842.00",Undergraduate,$176.00,1512681722.686023,20163
1081,MATH,262,1,Calculus II,08/24-12/16,M T W Th F,11:00am-11:50am,30,18,4.0,Open,"Ali,Sayel",,$0.00,Bridges Hall 0262,,false,$921.00,course,"$1,842.00",Undergraduate,$176.00,1512681722.949592,20163
1589,MATH,302,1,Mathematics for Early Childhood,08/24-12/16,M W F,11:00am-11:50am,22,16,3.0,Open,"Harms,Timothy",,$0.00,MacLean Hall 0269,,false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681723.261932,20163
1120,MATH,303,1,Foundations of Number Systems,08/24-12/16,M W F,2:00pm-2:50pm,22,23,3.0,Full,"Harms,Timothy",,$0.00,MacLean Hall 0269,,false,$690.75,course,"$1,381.50",Undergraduate,$133.75,1512681723.563048,20163
1083,MATH,303,2,Foundations of Number Systems,08/24-12/16,M W F,12:00pm-12:50pm,22,21,3.0,Open,"Ng,Geok",,$0.00,MacLean Hall 0269,,false,$690.75,course,"$1,381.50",Undergraduate,$133.75,1512681724.036335,20163
1084,MATH,303,3,Foundations of Number Systems,08/24-12/16,M W F,1:00pm-1:50pm,22,20,3.0,Open,"Harms,Timothy",,$0.00,MacLean Hall 0269,,false,$690.75,course,"$1,381.50",Undergraduate,$133.75,1512681724.378143,20163
1085,MATH,304,1,Informal Geometry,08/24-12/16,T Th,12:00pm-1:15pm,25,25,3.0,Full,"Montis,Kristine",,$0.00,MacLean Hall 0269,,false,$690.75,course,"$1,381.50",Undergraduate,$133.75,1512681724.677391,20163
1087,MATH,304,2,Informal Geometry,08/24-12/16,T Th,1:30pm-2:45pm,25,24,3.0,Open,"Montis,Kristine",,$0.00,MacLean Hall 0269,,false,$690.75,course,"$1,381.50",Undergraduate,$133.75,1512681724.993172,20163
1829,MATH,304,3,Informal Geometry,08/24-12/16,T Th,3:00pm-4:15pm,25,14,3.0,Open,"Montis,Kristine",,$0.00,MacLean Hall 0269,,false,$690.75,course,"$1,381.50",Undergraduate,$133.75,1512681725.266493,20163
1769,MATH,311,1,Introduction to Proof and Abstract Mathematics,10/26-12/16,M T W Th F,9:00am-9:50am,25,14,2.0,Open,"James,Justin",,$0.00,Bridges Hall 0261,,false,$460.50,course,$921.00,Undergraduate,$85.50,1512681725.534115,20163
1591,MATH,321,1,Financial Mathematics,08/24-12/16,T Th,1:30pm-2:45pm,25,5,3.0,Open,"Chadraa,Erdenebaatar",,$0.00,Bridges Hall 0261,,false,$690.75,course,"$1,381.50",Undergraduate,$124.75,1512681725.807505,20163
1090,MATH,323,1,Multi-Variable and Vector Calculus,08/24-12/16,M T Th F,11:00am-11:50am,30,20,4.0,Open,"Fulghesu,Damiano",,$0.00,Bridges Hall 0264,,false,$921.00,course,"$1,842.00",Undergraduate,$164.00,1512681726.064931,20163
